Date,Product,Demand,Temperature,Promotion,Region
2025-04-18,Butter,78,30,0,Delhi
2025-04-19,Butter,82,31,0,Delhi
2025-04-20,Butter,88,39,0,Delhi
2025-04-21,Butter,73,36,0,Delhi
2025-04-22,Butter,81,31,1,Delhi
2025-04-23,Butter,78,39,0,Delhi
2025-04-24,Butter,81,30,1,Delhi
2025-04-25,Butter,83,33,1,Delhi
2025-04-26,Butter,96,32,1,Delhi
2025-04-27,Butter,85,35,0,Delhi
2025-04-28,Butter,83,35,1,Delhi
2025-04-29,Butter,76,35,0,Delhi
2025-04-30,Butter,76,32,0,Delhi
2025-05-01,Butter,73,30,0,Delhi
2025-05-02,Butter,80,39,1,Delhi
2025-05-03,Butter,93,37,1,Delhi
2025-05-04,Butter,90,36,1,Delhi
2025-05-05,Butter,73,39,0,Delhi
2025-05-06,Butter,73,34,0,Delhi
2025-05-07,Butter,80,35,1,Delhi
2025-05-08,Butter,73,35,0,Delhi
2025-05-09,Butter,74,36,0,Delhi
2025-05-10,Butter,83,35,0,Delhi
2025-05-11,Butter,84,36,0,Delhi
2025-05-12,Butter,72,36,0,Delhi
2025-05-13,Butter,83,39,1,Delhi
2025-05-14,Butter,75,32,0,Delhi
2025-05-15,Butter,77,31,0,Delhi
2025-05-16,Butter,85,34,1,Delhi
2025-05-17,Butter,86,34,0,Delhi
2025-05-18,Butter,84,38,0,Delhi
2025-05-19,Butter,84,39,1,Delhi
2025-05-20,Butter,73,39,0,Delhi
2025-05-21,Butter,76,35,0,Delhi
2025-05-22,Butter,74,39,0,Delhi
2025-05-23,Butter,86,37,1,Delhi
2025-05-24,Butter,83,38,0,Delhi
2025-05-25,Butter,84,33,0,Delhi
2025-05-26,Butter,73,33,0,Delhi
2025-05-27,Butter,77,33,0,Delhi
2025-05-28,Butter,72,34,0,Delhi
2025-05-29,Butter,78,30,0,Delhi
2025-05-30,Butter,78,36,0,Delhi
2025-05-31,Butter,86,32,0,Delhi
2025-06-01,Butter,91,30,1,Delhi
2025-06-02,Butter,78,39,0,Delhi
2025-06-03,Butter,77,36,0,Delhi
2025-06-04,Butter,74,30,0,Delhi
2025-06-05,Butter,78,34,0,Delhi
2025-06-06,Butter,74,36,0,Delhi
2025-06-07,Butter,83,32,0,Delhi
2025-06-08,Butter,96,37,1,Delhi
2025-06-09,Butter,81,30,1,Delhi
2025-06-10,Butter,77,39,0,Delhi
2025-06-11,Butter,73,30,0,Delhi
2025-06-12,Butter,76,39,0,Delhi
2025-06-13,Butter,77,37,0,Delhi
2025-06-14,Butter,94,32,1,Delhi
2025-06-15,Butter,87,39,0,Delhi
2025-06-16,Butter,78,30,0,Delhi
2025-06-17,Butter,73,38,0,Delhi
2025-06-18,Butter,84,33,1,Delhi
2025-06-19,Butter,73,30,0,Delhi
2025-06-20,Butter,75,32,0,Delhi
2025-06-21,Butter,91,34,1,Delhi
2025-06-22,Butter,86,35,0,Delhi
2025-06-23,Butter,73,32,0,Delhi
2025-06-24,Butter,74,32,0,Delhi
2025-06-25,Butter,75,35,0,Delhi
2025-06-26,Butter,72,37,0,Delhi
2025-06-27,Butter,84,34,1,Delhi
2025-06-28,Butter,84,33,0,Delhi
2025-06-29,Butter,83,30,0,Delhi
2025-06-30,Butter,74,35,0,Delhi
2025-07-01,Butter,74,34,0,Delhi
2025-07-02,Butter,83,32,1,Delhi
2025-07-03,Butter,75,31,0,Delhi
2025-07-04,Butter,80,30,1,Delhi
2025-07-05,Butter,86,37,0,Delhi
2025-07-06,Butter,84,37,0,Delhi
2025-07-07,Butter,86,39,1,Delhi
2025-07-08,Butter,78,32,0,Delhi
2025-07-09,Butter,72,33,0,Delhi
2025-07-10,Butter,73,36,0,Delhi
2025-07-11,Butter,76,36,0,Delhi
2025-07-12,Butter,83,38,0,Delhi
2025-07-13,Butter,82,32,0,Delhi
2025-07-14,Butter,73,38,0,Delhi
2025-07-15,Butter,82,37,1,Delhi
2025-07-16,Butter,82,36,1,Delhi
2025-07-17,Butter,75,39,0,Delhi
2025-07-18,Butter,81,34,1,Delhi
2025-07-19,Butter,86,33,0,Delhi
2025-07-20,Butter,93,34,1,Delhi
2025-07-21,Butter,77,39,0,Delhi
2025-07-22,Butter,76,31,0,Delhi
2025-07-23,Butter,77,36,0,Delhi
2025-07-24,Butter,75,35,0,Delhi
2025-07-25,Butter,77,30,0,Delhi
2025-07-26,Butter,88,32,0,Delhi
2025-07-27,Butter,83,32,0,Delhi
2025-07-28,Butter,73,31,0,Delhi
2025-07-29,Butter,83,31,1,Delhi
2025-07-30,Butter,72,36,0,Delhi
2025-07-31,Butter,82,39,1,Delhi
2025-08-01,Butter,77,33,0,Delhi
2025-08-02,Butter,87,37,0,Delhi
2025-08-03,Butter,84,34,0,Delhi
2025-08-04,Butter,75,34,0,Delhi
2025-08-05,Butter,86,34,1,Delhi
2025-08-06,Butter,76,35,0,Delhi
2025-08-07,Butter,86,39,1,Delhi
2025-08-08,Butter,82,33,1,Delhi
2025-08-09,Butter,82,30,0,Delhi
2025-08-10,Butter,93,39,1,Delhi
2025-08-11,Butter,72,36,0,Delhi
2025-08-12,Butter,78,35,0,Delhi
2025-08-13,Butter,77,31,0,Delhi
2025-08-14,Butter,80,33,1,Delhi
2025-08-15,Butter,72,35,0,Delhi
2025-08-16,Butter,84,34,0,Delhi
2025-08-17,Butter,90,38,1,Delhi
2025-08-18,Butter,76,33,0,Delhi
2025-08-19,Butter,83,34,1,Delhi
2025-08-20,Butter,80,35,1,Delhi
2025-08-21,Butter,72,36,0,Delhi
2025-08-22,Butter,72,33,0,Delhi
2025-08-23,Butter,87,31,0,Delhi
2025-08-24,Butter,84,31,0,Delhi
2025-08-25,Butter,74,37,0,Delhi
2025-08-26,Butter,74,31,0,Delhi
2025-08-27,Butter,85,36,1,Delhi
2025-08-28,Butter,84,35,1,Delhi
2025-08-29,Butter,77,38,0,Delhi
2025-08-30,Butter,92,36,1,Delhi
2025-08-31,Butter,90,32,1,Delhi
2025-09-01,Butter,74,33,0,Delhi
2025-09-02,Butter,84,37,1,Delhi
2025-09-03,Butter,78,34,0,Delhi
2025-09-04,Butter,76,39,0,Delhi
2025-09-05,Butter,84,33,1,Delhi
2025-09-06,Butter,85,34,0,Delhi
2025-09-07,Butter,85,35,0,Delhi
2025-09-08,Butter,82,32,1,Delhi
2025-09-09,Butter,81,36,1,Delhi
2025-09-10,Butter,82,33,1,Delhi
2025-09-11,Butter,76,38,0,Delhi
2025-09-12,Butter,73,33,0,Delhi
2025-09-13,Butter,85,35,0,Delhi
2025-09-14,Butter,86,37,0,Delhi
2025-09-15,Butter,77,30,0,Delhi
2025-09-16,Butter,75,34,0,Delhi
2025-09-17,Butter,78,32,0,Delhi
2025-09-18,Butter,77,33,0,Delhi
2025-09-19,Butter,75,34,0,Delhi
2025-09-20,Butter,85,38,0,Delhi
2025-09-21,Butter,87,30,0,Delhi
2025-09-22,Butter,86,30,1,Delhi
2025-09-23,Butter,74,37,0,Delhi
2025-09-24,Butter,86,36,1,Delhi
2025-09-25,Butter,72,38,0,Delhi
2025-09-26,Butter,84,37,1,Delhi
2025-09-27,Butter,88,37,0,Delhi
2025-09-28,Butter,88,34,0,Delhi
2025-09-29,Butter,72,32,0,Delhi
2025-09-30,Butter,75,31,0,Delhi
2025-10-01,Butter,85,37,1,Delhi
2025-10-02,Butter,73,39,0,Delhi
2025-10-03,Butter,76,34,0,Delhi
2025-10-04,Butter,85,35,0,Delhi
2025-10-05,Butter,85,38,0,Delhi
2025-10-06,Butter,76,34,0,Delhi
2025-10-07,Butter,75,38,0,Delhi
2025-10-08,Butter,80,33,1,Delhi
2025-10-09,Butter,85,37,1,Delhi
2025-10-10,Butter,83,30,1,Delhi
2025-10-11,Butter,88,37,0,Delhi
2025-10-12,Butter,85,30,0,Delhi
2025-10-13,Butter,77,32,0,Delhi
2025-10-14,Butter,74,39,0,Delhi
2025-10-15,Butter,76,35,0,Delhi
2025-10-16,Butter,80,35,1,Delhi
2025-10-17,Butter,82,34,1,Delhi
2025-10-18,Butter,96,37,1,Delhi
2025-10-19,Butter,86,34,0,Delhi
2025-10-20,Butter,74,38,0,Delhi
2025-10-21,Butter,76,33,0,Delhi
2025-10-22,Butter,78,32,0,Delhi
2025-10-23,Butter,78,34,0,Delhi
2025-10-24,Butter,72,39,0,Delhi
2025-10-25,Butter,86,33,0,Delhi
2025-10-26,Butter,96,37,1,Delhi
2025-10-27,Butter,74,34,0,Delhi
2025-10-28,Butter,73,38,0,Delhi
2025-10-29,Butter,81,33,1,Delhi
2025-10-30,Butter,76,30,0,Delhi
2025-10-31,Butter,82,35,1,Delhi
2025-11-01,Butter,87,37,0,Delhi
2025-11-02,Butter,96,33,1,Delhi
2025-11-03,Butter,77,30,0,Delhi
2025-11-04,Butter,78,39,0,Delhi
2025-11-05,Butter,74,39,0,Delhi
2025-11-06,Butter,84,36,1,Delhi
2025-11-07,Butter,84,33,1,Delhi
2025-11-08,Butter,92,38,1,Delhi
2025-11-09,Butter,85,36,0,Delhi
2025-11-10,Butter,78,34,0,Delhi
2025-11-11,Butter,80,38,1,Delhi
2025-11-12,Butter,78,35,0,Delhi
2025-11-13,Butter,73,31,0,Delhi
2025-11-14,Butter,76,34,0,Delhi
2025-11-15,Butter,82,31,0,Delhi
2025-11-16,Butter,83,33,0,Delhi
2025-11-17,Butter,75,32,0,Delhi
2025-11-18,Butter,86,30,1,Delhi
2025-11-19,Butter,80,36,1,Delhi
2025-11-20,Butter,74,34,0,Delhi
2025-11-21,Butter,77,32,0,Delhi
2025-11-22,Butter,86,33,0,Delhi
2025-11-23,Butter,82,34,0,Delhi
2025-11-24,Butter,78,35,0,Delhi
2025-11-25,Butter,73,39,0,Delhi
2025-11-26,Butter,83,36,1,Delhi
2025-11-27,Butter,78,38,0,Delhi
2025-11-28,Butter,73,38,0,Delhi
2025-11-29,Butter,88,33,0,Delhi
2025-11-30,Butter,83,34,0,Delhi
2025-12-01,Butter,95,39,1,Delhi
2025-12-02,Butter,91,37,1,Delhi
2025-12-03,Butter,85,34,0,Delhi
2025-12-04,Butter,91,38,1,Delhi
2025-12-05,Butter,94,33,1,Delhi
2025-12-06,Butter,106,38,1,Delhi
2025-12-07,Butter,98,37,0,Delhi
2025-12-08,Butter,82,39,0,Delhi
2025-12-09,Butter,87,35,0,Delhi
2025-12-10,Butter,92,32,1,Delhi
2025-12-11,Butter,88,32,0,Delhi
2025-12-12,Butter,94,39,1,Delhi
2025-12-13,Butter,92,34,0,Delhi
2025-12-14,Butter,96,38,0,Delhi
2025-12-15,Butter,83,36,0,Delhi
2025-12-16,Butter,84,34,0,Delhi
2025-12-17,Butter,87,39,0,Delhi
2025-12-18,Butter,86,31,0,Delhi
2025-12-19,Butter,88,33,0,Delhi
2025-12-20,Butter,96,39,0,Delhi
2025-12-21,Butter,97,31,0,Delhi
2025-12-22,Butter,85,32,0,Delhi
2025-12-23,Butter,83,32,0,Delhi
2025-12-24,Butter,96,32,1,Delhi
2025-12-25,Butter,87,36,0,Delhi
2025-12-26,Butter,91,32,1,Delhi
2025-12-27,Butter,94,33,0,Delhi
2025-12-28,Butter,98,36,0,Delhi
2025-12-29,Butter,82,39,0,Delhi
2025-12-30,Butter,85,32,0,Delhi
2025-12-31,Butter,85,30,0,Delhi
2026-01-01,Butter,87,32,0,Delhi
2026-01-02,Butter,83,36,0,Delhi
2026-01-03,Butter,92,30,0,Delhi
2026-01-04,Butter,93,31,0,Delhi
2026-01-05,Butter,84,35,0,Delhi
2026-01-06,Butter,85,36,0,Delhi
2026-01-07,Butter,82,32,0,Delhi
2026-01-08,Butter,87,39,0,Delhi
2026-01-09,Butter,85,38,0,Delhi
2026-01-10,Butter,106,34,1,Delhi
2026-01-11,Butter,96,35,0,Delhi
2026-01-12,Butter,83,31,0,Delhi
2026-01-13,Butter,92,39,1,Delhi
2026-01-14,Butter,96,39,1,Delhi
2026-01-15,Butter,85,30,0,Delhi
2026-01-16,Butter,93,34,1,Delhi
2026-01-17,Butter,93,30,0,Delhi
2026-01-18,Butter,103,30,1,Delhi
2026-01-19,Butter,85,32,0,Delhi
2026-01-20,Butter,85,37,0,Delhi
2026-01-21,Butter,93,37,1,Delhi
2026-01-22,Butter,87,37,0,Delhi
2026-01-23,Butter,86,31,0,Delhi
2026-01-24,Butter,94,34,0,Delhi
2026-01-25,Butter,98,36,0,Delhi
2026-01-26,Butter,93,31,1,Delhi
2026-01-27,Butter,84,38,0,Delhi
2026-01-28,Butter,88,34,0,Delhi
2026-01-29,Butter,86,32,0,Delhi
2026-01-30,Butter,93,35,1,Delhi
2026-01-31,Butter,103,35,1,Delhi
2026-02-01,Butter,92,35,0,Delhi
2026-02-02,Butter,88,35,0,Delhi
2026-02-03,Butter,96,34,1,Delhi
2026-02-04,Butter,84,38,0,Delhi
2026-02-05,Butter,86,35,0,Delhi
2026-02-06,Butter,82,34,0,Delhi
2026-02-07,Butter,102,34,1,Delhi
2026-02-08,Butter,98,35,0,Delhi
2026-02-09,Butter,83,35,0,Delhi
2026-02-10,Butter,87,34,0,Delhi
2026-02-11,Butter,93,39,1,Delhi
2026-02-12,Butter,86,39,0,Delhi
2026-02-13,Butter,88,32,0,Delhi
2026-02-14,Butter,98,34,0,Delhi
2026-02-15,Butter,93,34,0,Delhi
2026-02-16,Butter,95,34,1,Delhi
2026-02-17,Butter,93,39,1,Delhi
2026-02-18,Butter,83,33,0,Delhi
2026-02-19,Butter,82,33,0,Delhi
2026-02-20,Butter,84,39,0,Delhi
2026-02-21,Butter,98,37,0,Delhi
2026-02-22,Butter,95,31,0,Delhi
2026-02-23,Butter,82,35,0,Delhi
2026-02-24,Butter,86,37,0,Delhi
2026-02-25,Butter,84,36,0,Delhi
2026-02-26,Butter,85,30,0,Delhi
2026-02-27,Butter,96,34,1,Delhi
2026-02-28,Butter,97,32,0,Delhi
2026-03-01,Butter,88,35,0,Delhi
2026-03-02,Butter,74,35,0,Delhi
2026-03-03,Butter,84,35,1,Delhi
2026-03-04,Butter,74,32,0,Delhi
2026-03-05,Butter,78,35,0,Delhi
2026-03-06,Butter,76,36,0,Delhi
2026-03-07,Butter,94,34,1,Delhi
2026-03-08,Butter,86,30,0,Delhi
2026-03-09,Butter,76,31,0,Delhi
2026-03-10,Butter,75,38,0,Delhi
2026-03-11,Butter,73,31,0,Delhi
2026-03-12,Butter,84,31,1,Delhi
2026-03-13,Butter,85,39,1,Delhi
2026-03-14,Butter,85,36,0,Delhi
2026-03-15,Butter,84,37,0,Delhi
2026-03-16,Butter,74,38,0,Delhi
2026-03-17,Butter,85,39,1,Delhi
2026-03-18,Butter,82,35,1,Delhi
2026-03-19,Butter,74,34,0,Delhi
2026-03-20,Butter,78,36,0,Delhi
2026-03-21,Butter,84,31,0,Delhi
2026-03-22,Butter,84,39,0,Delhi
2026-03-23,Butter,86,39,1,Delhi
2026-03-24,Butter,80,30,1,Delhi
2026-03-25,Butter,86,30,1,Delhi
2026-03-26,Butter,77,39,0,Delhi
2026-03-27,Butter,75,38,0,Delhi
2026-03-28,Butter,85,31,0,Delhi
2026-03-29,Butter,88,36,0,Delhi
2026-03-30,Butter,72,38,0,Delhi
2026-03-31,Butter,75,36,0,Delhi
2025-01-01,Laban,77,38,0,Delhi
2025-01-02,Laban,82,33,1,Delhi
2025-01-03,Laban,77,37,0,Delhi
2025-01-04,Laban,88,39,0,Delhi
2025-01-05,Laban,87,37,0,Delhi
2025-01-06,Laban,77,39,0,Delhi
2025-01-07,Laban,75,30,0,Delhi
2025-01-08,Laban,83,30,1,Delhi
2025-01-09,Laban,76,38,0,Delhi
2025-01-10,Laban,85,38,1,Delhi
2025-01-11,Laban,87,30,0,Delhi
2025-01-12,Laban,95,35,1,Delhi
2025-01-13,Laban,85,33,1,Delhi
2025-01-14,Laban,77,35,0,Delhi
2025-01-15,Laban,76,33,0,Delhi
2025-01-16,Laban,73,37,0,Delhi
2025-01-17,Laban,74,33,0,Delhi
2025-01-18,Laban,94,35,1,Delhi
2025-01-19,Laban,86,36,0,Delhi
2025-01-20,Laban,77,39,0,Delhi
2025-01-21,Laban,78,36,0,Delhi
2025-01-22,Laban,75,35,0,Delhi
2025-01-23,Laban,76,31,0,Delhi
2025-01-24,Laban,77,31,0,Delhi
2025-01-25,Laban,86,38,0,Delhi
2025-01-26,Laban,90,38,1,Delhi
2025-01-27,Laban,77,34,0,Delhi
2025-01-28,Laban,72,35,0,Delhi
2025-01-29,Laban,72,33,0,Delhi
2025-01-30,Laban,75,35,0,Delhi
2025-01-31,Laban,75,30,0,Delhi
2025-02-01,Laban,85,35,0,Delhi
2025-02-02,Laban,83,38,0,Delhi
2025-02-03,Laban,81,32,1,Delhi
2025-02-04,Laban,72,34,0,Delhi
2025-02-05,Laban,75,32,0,Delhi
2025-02-06,Laban,78,36,0,Delhi
2025-02-07,Laban,72,34,0,Delhi
2025-02-08,Laban,83,37,0,Delhi
2025-02-09,Laban,85,34,0,Delhi
2025-02-10,Laban,73,30,0,Delhi
2025-02-11,Laban,72,35,0,Delhi
2025-02-12,Laban,74,38,0,Delhi
2025-02-13,Laban,77,34,0,Delhi
2025-02-14,Laban,72,37,0,Delhi
2025-02-15,Laban,86,32,0,Delhi
2025-02-16,Laban,82,35,0,Delhi
2025-02-17,Laban,74,32,0,Delhi
2025-02-18,Laban,86,32,1,Delhi
2025-02-19,Laban,73,33,0,Delhi
2025-02-20,Laban,77,38,0,Delhi
2025-02-21,Laban,78,36,0,Delhi
2025-02-22,Laban,83,31,0,Delhi
2025-02-23,Laban,86,35,0,Delhi
2025-02-24,Laban,73,33,0,Delhi
2025-02-25,Laban,84,35,1,Delhi
2025-02-26,Laban,85,39,1,Delhi
2025-02-27,Laban,73,37,0,Delhi
2025-02-28,Laban,72,31,0,Delhi
2025-03-01,Laban,96,32,0,Delhi
2025-03-02,Laban,101,33,1,Delhi
2025-03-03,Laban,87,36,0,Delhi
2025-03-04,Laban,82,37,0,Delhi
2025-03-05,Laban,95,34,1,Delhi
2025-03-06,Laban,88,36,0,Delhi
2025-03-07,Laban,94,32,1,Delhi
2025-03-08,Laban,103,37,1,Delhi
2025-03-09,Laban,93,37,0,Delhi
2025-03-10,Laban,88,35,0,Delhi
2025-03-11,Laban,90,38,1,Delhi
2025-03-12,Laban,84,34,0,Delhi
2025-03-13,Laban,93,37,1,Delhi
2025-03-14,Laban,82,36,0,Delhi
2025-03-15,Laban,105,38,1,Delhi
2025-03-16,Laban,106,31,1,Delhi
2025-03-17,Laban,90,39,1,Delhi
2025-03-18,Laban,92,35,1,Delhi
2025-03-19,Laban,85,34,0,Delhi
2025-03-20,Laban,83,31,0,Delhi
2025-03-21,Laban,94,37,1,Delhi
2025-03-22,Laban,92,38,0,Delhi
2025-03-23,Laban,93,36,0,Delhi
2025-03-24,Laban,88,37,0,Delhi
2025-03-25,Laban,88,32,0,Delhi
2025-03-26,Laban,82,35,0,Delhi
2025-03-27,Laban,82,30,0,Delhi
2025-03-28,Laban,93,36,1,Delhi
2025-03-29,Laban,92,36,0,Delhi
2025-03-30,Laban,94,37,0,Delhi
2025-03-31,Laban,88,37,0,Delhi
2025-04-01,Laban,87,31,0,Delhi
2025-04-02,Laban,90,30,1,Delhi
2025-04-03,Laban,91,35,1,Delhi
2025-04-04,Laban,93,39,1,Delhi
2025-04-05,Laban,96,30,0,Delhi
2025-04-06,Laban,93,36,0,Delhi
2025-04-07,Laban,96,30,1,Delhi
2025-04-08,Laban,92,31,1,Delhi
2025-04-09,Laban,91,31,1,Delhi
2025-04-10,Laban,83,39,0,Delhi
2025-04-11,Laban,87,31,0,Delhi
2025-04-12,Laban,97,32,0,Delhi
2025-04-13,Laban,93,38,0,Delhi
2025-04-14,Laban,91,31,1,Delhi
2025-04-15,Laban,82,31,0,Delhi
2025-04-16,Laban,84,33,0,Delhi
2025-04-17,Laban,82,39,0,Delhi
2025-04-18,Laban,83,30,0,Delhi
2025-04-19,Laban,97,38,0,Delhi
2025-04-20,Laban,92,32,0,Delhi
2025-04-21,Laban,90,32,1,Delhi
2025-04-22,Laban,86,37,0,Delhi
2025-04-23,Laban,86,33,0,Delhi
2025-04-24,Laban,84,37,0,Delhi
2025-04-25,Laban,84,30,0,Delhi
2025-04-26,Laban,94,34,0,Delhi
2025-04-27,Laban,94,37,0,Delhi
2025-04-28,Laban,82,30,0,Delhi
2025-04-29,Laban,83,35,0,Delhi
2025-04-30,Laban,92,38,1,Delhi
2025-05-01,Laban,82,34,0,Delhi
2025-05-02,Laban,93,38,1,Delhi
2025-05-03,Laban,93,33,0,Delhi
2025-05-04,Laban,102,38,1,Delhi
2025-05-05,Laban,93,37,1,Delhi
2025-05-06,Laban,83,32,0,Delhi
2025-05-07,Laban,87,36,0,Delhi
2025-05-08,Laban,87,32,0,Delhi
2025-05-09,Laban,95,31,1,Delhi
2025-05-10,Laban,97,32,0,Delhi
2025-05-11,Laban,92,34,0,Delhi
2025-05-12,Laban,84,32,0,Delhi
2025-05-13,Laban,84,35,0,Delhi
2025-05-14,Laban,94,35,1,Delhi
2025-05-15,Laban,82,39,0,Delhi
2025-05-16,Laban,92,37,1,Delhi
2025-05-17,Laban,94,32,0,Delhi
2025-05-18,Laban,94,35,0,Delhi
2025-05-19,Laban,84,38,0,Delhi
2025-05-20,Laban,96,32,1,Delhi
2025-05-21,Laban,92,32,1,Delhi
2025-05-22,Laban,84,37,0,Delhi
2025-05-23,Laban,83,34,0,Delhi
2025-05-24,Laban,97,35,0,Delhi
2025-05-25,Laban,98,34,0,Delhi
2025-05-26,Laban,82,34,0,Delhi
2025-05-27,Laban,88,37,0,Delhi
2025-05-28,Laban,95,32,1,Delhi
2025-05-29,Laban,95,32,1,Delhi
2025-05-30,Laban,88,33,0,Delhi
2025-05-31,Laban,92,32,0,Delhi
2025-06-01,Laban,96,32,0,Delhi
2025-06-02,Laban,87,34,0,Delhi
2025-06-03,Laban,86,31,0,Delhi
2025-06-04,Laban,88,36,0,Delhi
2025-06-05,Laban,93,34,1,Delhi
2025-06-06,Laban,82,33,0,Delhi
2025-06-07,Laban,96,33,0,Delhi
2025-06-08,Laban,105,33,1,Delhi
2025-06-09,Laban,90,38,1,Delhi
2025-06-10,Laban,85,33,0,Delhi
2025-06-11,Laban,85,37,0,Delhi
2025-06-12,Laban,87,31,0,Delhi
2025-06-13,Laban,88,31,0,Delhi
2025-06-14,Laban,104,35,1,Delhi
2025-06-15,Laban,103,35,1,Delhi
2025-06-16,Laban,82,33,0,Delhi
2025-06-17,Laban,94,34,1,Delhi
2025-06-18,Laban,87,39,0,Delhi
2025-06-19,Laban,85,30,0,Delhi
2025-06-20,Laban,84,34,0,Delhi
2025-06-21,Laban,95,30,0,Delhi
2025-06-22,Laban,98,37,0,Delhi
2025-06-23,Laban,94,30,1,Delhi
2025-06-24,Laban,87,33,0,Delhi
2025-06-25,Laban,92,31,1,Delhi
2025-06-26,Laban,95,35,1,Delhi
2025-06-27,Laban,87,32,0,Delhi
2025-06-28,Laban,106,35,1,Delhi
2025-06-29,Laban,96,30,0,Delhi
2025-06-30,Laban,86,38,0,Delhi
2025-07-01,Laban,87,34,0,Delhi
2025-07-02,Laban,84,33,0,Delhi
2025-07-03,Laban,84,38,0,Delhi
2025-07-04,Laban,84,39,0,Delhi
2025-07-05,Laban,100,33,1,Delhi
2025-07-06,Laban,94,34,0,Delhi
2025-07-07,Laban,88,39,0,Delhi
2025-07-08,Laban,86,30,0,Delhi
2025-07-09,Laban,84,39,0,Delhi
2025-07-10,Laban,90,35,1,Delhi
2025-07-11,Laban,84,39,0,Delhi
2025-07-12,Laban,95,38,0,Delhi
2025-07-13,Laban,101,32,1,Delhi
2025-07-14,Laban,93,34,1,Delhi
2025-07-15,Laban,88,36,0,Delhi
2025-07-16,Laban,96,37,1,Delhi
2025-07-17,Laban,84,39,0,Delhi
2025-07-18,Laban,88,31,0,Delhi
2025-07-19,Laban,92,30,0,Delhi
2025-07-20,Laban,106,36,1,Delhi
2025-07-21,Laban,88,39,0,Delhi
2025-07-22,Laban,94,37,1,Delhi
2025-07-23,Laban,86,39,0,Delhi
2025-07-24,Laban,88,34,0,Delhi
2025-07-25,Laban,87,36,0,Delhi
2025-07-26,Laban,94,36,0,Delhi
2025-07-27,Laban,98,35,0,Delhi
2025-07-28,Laban,84,32,0,Delhi
2025-07-29,Laban,82,32,0,Delhi
2025-07-30,Laban,87,39,0,Delhi
2025-07-31,Laban,86,30,0,Delhi
2025-08-01,Laban,82,36,0,Delhi
2025-08-02,Laban,92,35,0,Delhi
2025-08-03,Laban,96,30,0,Delhi
2025-08-04,Laban,95,32,1,Delhi
2025-08-05,Laban,96,35,1,Delhi
2025-08-06,Laban,83,34,0,Delhi
2025-08-07,Laban,90,30,1,Delhi
2025-08-08,Laban,94,34,1,Delhi
2025-08-09,Laban,96,39,0,Delhi
2025-08-10,Laban,102,31,1,Delhi
2025-08-11,Laban,87,38,0,Delhi
2025-08-12,Laban,87,30,0,Delhi
2025-08-13,Laban,85,34,0,Delhi
2025-08-14,Laban,87,35,0,Delhi
2025-08-15,Laban,87,35,0,Delhi
2025-08-16,Laban,104,36,1,Delhi
2025-08-17,Laban,93,38,0,Delhi
2025-08-18,Laban,82,34,0,Delhi
2025-08-19,Laban,95,33,1,Delhi
2025-08-20,Laban,85,35,0,Delhi
2025-08-21,Laban,86,39,0,Delhi
2025-08-22,Laban,91,30,1,Delhi
2025-08-23,Laban,95,39,0,Delhi
2025-08-24,Laban,93,30,0,Delhi
2025-08-25,Laban,87,33,0,Delhi
2025-08-26,Laban,94,32,1,Delhi
2025-08-27,Laban,86,36,0,Delhi
2025-08-28,Laban,82,37,0,Delhi
2025-08-29,Laban,84,36,0,Delhi
2025-08-30,Laban,102,34,1,Delhi
2025-08-31,Laban,96,30,0,Delhi
2025-09-01,Laban,85,39,0,Delhi
2025-09-02,Laban,84,39,0,Delhi
2025-09-03,Laban,82,35,0,Delhi
2025-09-04,Laban,86,36,0,Delhi
2025-09-05,Laban,85,37,0,Delhi
2025-09-06,Laban,104,37,1,Delhi
2025-09-07,Laban,105,35,1,Delhi
2025-09-08,Laban,87,34,0,Delhi
2025-09-09,Laban,87,31,0,Delhi
2025-09-10,Laban,84,34,0,Delhi
2025-09-11,Laban,95,31,1,Delhi
2025-09-12,Laban,87,30,0,Delhi
2025-09-13,Laban,92,36,0,Delhi
2025-09-14,Laban,95,35,0,Delhi
2025-09-15,Laban,82,31,0,Delhi
2025-09-16,Laban,83,33,0,Delhi
2025-09-17,Laban,85,30,0,Delhi
2025-09-18,Laban,88,39,0,Delhi
2025-09-19,Laban,95,36,1,Delhi
2025-09-20,Laban,96,34,0,Delhi
2025-09-21,Laban,100,31,1,Delhi
2025-09-22,Laban,87,31,0,Delhi
2025-09-23,Laban,84,33,0,Delhi
2025-09-24,Laban,82,30,0,Delhi
2025-09-25,Laban,84,38,0,Delhi
2025-09-26,Laban,88,32,0,Delhi
2025-09-27,Laban,105,36,1,Delhi
2025-09-28,Laban,96,31,0,Delhi
2025-09-29,Laban,83,36,0,Delhi
2025-09-30,Laban,92,39,1,Delhi
2025-10-01,Laban,91,30,1,Delhi
2025-10-02,Laban,83,31,0,Delhi
2025-10-03,Laban,91,34,1,Delhi
2025-10-04,Laban,96,33,0,Delhi
2025-10-05,Laban,98,31,0,Delhi
2025-10-06,Laban,88,33,0,Delhi
2025-10-07,Laban,84,34,0,Delhi
2025-10-08,Laban,83,39,0,Delhi
2025-10-09,Laban,84,33,0,Delhi
2025-10-10,Laban,96,31,1,Delhi
2025-10-11,Laban,95,31,0,Delhi
2025-10-12,Laban,93,35,0,Delhi
2025-10-13,Laban,84,30,0,Delhi
2025-10-14,Laban,95,39,1,Delhi
